asof,close,trend_up,above_ema50,above_ema20,prox20,prox55,breakout_lvl_20d,breakout_lvl_55d,bbw_now,bbw_pct,atrp_now,atrp_ratio,vol_dry,extended_penalty,not_extended,turnover,ret_20,ret_60,rsi14,rsi_ok,wk_close,wk_ema20,wk_ema50,wk_trend_ok,wk_trend_health,breakout_today,vol_confirm,vol_surge,actionable_now,adx14,adx_ok,adx_strong,macd_hist,macd_hist_delta,macd_hist_expand,pat_engulf,pat_hammer,high_252,dist_52w_high,near_52w_12pct,poc_price,dist_to_poc,poc_support,lvn_overhead,hvn_overhead_close,vrvp_bin_size,hard_ok,strong_ok,score,symbol,security_id,asset_bucket,exch_instrument_type,series,custom_symbol,profit_growth_yoy_pct,fundamental_flag,fundamental_q_curr,fundamental_q_prev_yoy,actionable_state,reasons
2025-12-12 00:00:00+05:30,350.45,0.0,0.0,0.0,0.03669598680583652,0.12769135034193485,363.8,401.75,0.03694891492239683,0.32827738763574305,2.312618942751156,0.9304438083242649,0.0,0.0,1.0,191193628.10487497,-0.020679055472905827,-0.16220415969600244,42.32732754271383,0.0,350.45,388.4890716291353,426.8953738800494,0.0,0.0,0.0,0.0,0.0,0.0,18.513521465354717,1.0,0.0,0.577752311018541,0.05597954524737503,1.0,0.0,0.0,,,0.0,376.9993391304644,0.07575785170627602,0.0,0.0,1.0,4.052286542447276,False,True,0.30062076342683547,CMSINFO,7603,EQUITY,ES,EQ,CMS Info Systems,-19.78021978021978,VETO,Sep 2025,Sep 2024,Fundamental_Veto,Net Profit YoY: -19.8% | Fundamentals: VETO (weak/negative net profit growth) | Within 4% of 20D high | Strong squeeze (BB width vs 120D median) | ATR% contracting (5D < 20D) | ADX supportive (18.5) | MACD histogram expanding | VRVP: heavy volume overhead (may stall)
2025-12-12 00:00:00+05:30,383.35,0.0,1.0,1.0,0.015030832476836935,0.03994490358116715,389.2,399.3,0.041490429371849824,0.8578305895918269,1.337438225070555,0.9758533298298236,0.0,0.0,1.0,1499994244.13175,-0.009303527590103777,-0.031455280447115985,53.745845795771544,0.0,383.35,384.15526097235795,384.92363453289806,0.0,0.0,0.0,0.0,0.0,0.0,19.933722760104764,1.0,0.0,1.008379881331359,0.08109143209009928,1.0,0.0,0.0,,,0.0,386.3978749741307,0.007950632513709794,0.0,0.0,0.0,2.5635347179106733,False,False,0.44389674489646913,COALINDIA,20374,EQUITY,ES,EQ,Coal India,-32.06374501992032,VETO,Sep 2025,Sep 2024,Fundamental_Veto,Net Profit YoY: -32.1% | Fundamentals: VETO (weak/negative net profit growth) | Close above EMA50 | Within 4% of 20D high | BB width contracted (squeeze-ish) | ATR% contracting (5D < 20D) | ADX supportive (19.9) | MACD histogram expanding
2025-12-12 00:00:00+05:30,43.79,1.0,1.0,1.0,0.08369951872601591,0.09468678933027315,47.79,48.37,0.14184689247834484,0.8775535036860979,6.044295930066011,1.0345000150801107,1.0,0.0,1.0,6292596.676724998,0.07197062420876454,0.1547995780286182,53.47169627813087,0.0,43.79,40.29435295390648,40.98322989041757,1.0,0.0,0.0,0.0,0.0,0.0,34.07947832199489,1.0,1.0,-0.42812419074416896,0.10550151224089832,0.0,0.0,0.0,,,0.0,44.04398593918174,0.005800089956194079,0.0,0.0,0.0,1.3233985939181745,False,False,0.5492767888740274,COASTCORP,6006,EQUITY,ES,EQ,Coastal Corporation,619.6078431372549,OK,Sep 2025,Sep 2024,Watchlist,Net Profit YoY: +619.6% | Weekly close > weekly EMA20 | EMA50 > EMA200 (daily uptrend) | Close above EMA50 | BB width contracted (squeeze-ish) | ADX supportive (34.1) | ADX strong (>22)
2025-12-12 00:00:00+05:30,1599.1,0.0,0.0,0.0,0.09706380575940318,0.19114820434992866,1771.0,1977.0,0.09360881915204783,0.7849389358002677,2.5331875632773886,0.9614575135719001,0.0,0.0,1.0,1029257752.59,-0.07314669912532712,-0.12214536671106602,31.201208683097903,0.0,1599.1,1733.7351721310367,1696.6581508193342,0.0,1.0,0.0,0.0,0.0,0.0,27.410153141397263,1.0,1.0,-2.938950724123636,0.3234626260426978,0.0,0.0,0.0,,,0.0,1803.84101162197,0.12803515203675198,0.0,0.0,1.0,20.254101162197024,False,False,0.23921621303766996,COCHINSHIP,21508,EQUITY,ES,EQ,Cochin Shipyard,-42.857142857142854,VETO,Sep 2025,Sep 2024,Fundamental_Veto,Net Profit YoY: -42.9% | Fundamentals: VETO (weak/negative net profit growth) | Weekly EMA20 > weekly EMA50 | Strong squeeze (BB width vs 120D median) | ATR% contracting (5D < 20D) | ADX supportive (27.4) | ADX strong (>22) | VRVP: heavy volume overhead (may stall)
2025-12-12 00:00:00+05:30,1851.0,1.0,1.0,0.0,0.06970900135695347,0.06970900135695347,1989.7,1989.7,0.11938761283358196,0.9872515715257124,2.5777798098003193,1.0709845453954097,0.0,0.0,1.0,2708338049.718,0.02856190264446079,0.04012137558943585,49.66957466791737,0.0,1851.0,1777.0364948068016,1747.9865340334802,1.0,1.0,0.0,0.0,0.0,0.0,16.7103488328689,0.0,0.0,-11.342138542589034,-1.6284526173462908,0.0,0.0,0.0,,,0.0,1717.7014649780033,-0.07201433550621109,0.0,0.0,0.0,23.857352139714845,False,False,0.5405058329847326,COFORGE,11543,EQUITY,ES,EQ,Coforge,81.62393162393163,OK,Sep 2025,Sep 2024,Watchlist,Net Profit YoY: +81.6% | Weekly close > weekly EMA20 | Weekly EMA20 > weekly EMA50 | EMA50 > EMA200 (daily uptrend) | Close above EMA50 | BB width contracted (squeeze-ish)
2025-12-12 00:00:00+05:30,535.8,0.0,0.0,0.0,0.1413461538459274,0.41624448439242123,624.0,917.85,0.16840628687260212,0.9367028083105577,3.50279645829329,0.903329406880481,1.0,0.0,1.0,358870002.0729999,-0.1294882209599847,-0.45917028363837786,23.077705139860143,0.0,535.8,772.9203998206615,926.1814768022431,0.0,0.0,0.0,0.0,0.0,0.0,65.24135420851076,1.0,1.0,7.384748675167245,0.8705685211203331,1.0,0.0,0.0,,,0.0,904.776335138077,0.688645642288311,0.0,0.0,1.0,9.383991711785237,False,False,0.22359806708853766,COHANCE,17945,EQUITY,ES,EQ,Cohance Lifesciences,-52.17391304347826,VETO,Sep 2025,Sep 2024,Fundamental_Veto,Net Profit YoY: -52.2% | Fundamentals: VETO (weak/negative net profit growth) | BB width contracted (squeeze-ish) | ATR% contracting (5D < 20D) | ADX supportive (65.2) | ADX strong (>22) | MACD histogram expanding | VRVP: heavy volume overhead (may stall)
2025-12-12 00:00:00+05:30,2161.3,0.0,0.0,0.0,0.02203619909501257,0.0779436860067926,2210.0,2344.0,0.03643166305127923,0.4884737568846192,1.551709797599576,1.0471853986361819,0.0,0.0,1.0,827611596.9125,-0.005246927786162092,-0.0825621869432539,47.56043977443192,0.0,2161.3,2248.7411496545956,2380.3741133643252,0.0,0.0,0.0,0.0,0.0,0.0,12.273911296678275,0.0,0.0,3.2008632123534646,0.9508818033338962,1.0,0.0,0.0,,,0.0,2220.311311566605,0.027303618917598176,0.0,0.0,1.0,16.76855192776758,False,True,0.2130972530820517,COLPAL,15141,EQUITY,ES,EQ,Colgate Palmolive,-16.962025316455694,VETO,Sep 2025,Sep 2024,Fundamental_Veto,Net Profit YoY: -17.0% | Fundamentals: VETO (weak/negative net profit growth) | Within 4% of 20D high | Strong squeeze (BB width vs 120D median) | MACD histogram expanding | VRVP: heavy volume overhead (may stall)
2025-12-12 00:00:00+05:30,16.57,0.0,0.0,0.0,0.10673854446863945,0.19170731706381913,18.55,20.5,0.10221206089511435,1.0301845335958573,3.9591708350094943,0.9651298400691657,0.0,0.0,1.0,394347.8264249999,-0.07066741452211611,-0.17232767236901458,32.84246228291687,0.0,16.57,18.680367967911828,20.758476672717013,0.0,0.0,0.0,0.0,0.0,0.0,12.310740257292874,0.0,0.0,0.0023041980712487087,0.0038386130260535944,1.0,0.0,0.0,,,0.0,22.09962749623897,0.33371318625461494,0.0,0.0,1.0,0.32801730370033244,False,False,0.1642811375800986,COMPUSOFT,31138,EQUITY,ES,EQ,Compucom Software,-34.9056603773585,VETO,Sep 2025,Sep 2024,Fundamental_Veto,Net Profit YoY: -34.9% | Fundamentals: VETO (weak/negative net profit growth) | ATR% contracting (5D < 20D) | MACD histogram expanding | VRVP: heavy volume overhead (may stall)
2025-12-12 00:00:00+05:30,139.99,1.0,0.0,0.0,0.0364787666044704,0.14614211649804112,145.29,163.95,0.03908794155916022,0.39282725166427296,2.8088311129028436,0.8812680638313595,0.0,0.0,1.0,2415557.4930000002,0.006542996829116188,-0.09887351143161316,45.44393406616713,0.0,139.99,142.57997474418397,125.23904592689009,0.0,1.0,0.0,0.0,0.0,0.0,19.75265195278555,1.0,0.0,0.47137976674662685,0.13660421006002732,1.0,0.0,0.0,,,0.0,154.0845787248655,0.10068275394574969,0.0,0.0,0.0,1.9660413374903896,False,True,0.5702775701250077,COMSYN,21594,EQUITY,ES,BE,Commercial Syn Bags,133.8888888888889,OK,Sep 2025,Sep 2024,Watchlist,Net Profit YoY: +133.9% | Weekly EMA20 > weekly EMA50 | EMA50 > EMA200 (daily uptrend) | Within 4% of 20D high | Strong squeeze (BB width vs 120D median) | ATR% contracting (5D < 20D) | ADX supportive (19.8) | MACD histogram expanding
2025-12-12 00:00:00+05:30,505.5,0.0,0.0,0.0,0.043338380015057985,0.092459605026764,528.4,557.0,0.04640451435190688,0.6087922985631461,1.906075318681547,1.0148219537735377,1.0,0.0,1.0,1842366853.5764997,-0.02572997976481506,-0.1039617123121439,41.73667092934925,0.0,505.5,534.6106699785502,557.8508091341396,0.0,0.0,0.0,0.0,0.0,0.0,20.092476196918028,1.0,0.0,0.2569533512227382,0.18336793456770462,1.0,0.0,1.0,,,0.0,512.4185440692876,0.01368653623993586,0.0,0.0,1.0,4.81760536797714,False,False,0.19101413148631102,CONCOR,4749,EQUITY,ES,EQ,Container Corporation of India,3.825136612021858,CAUTION,Sep 2025,Sep 2024,Watchlist,Net Profit YoY: +3.8% | Fundamentals: CAUTION (low net profit growth) | Close to 20D resistance | Strong squeeze (BB width vs 120D median) | ADX supportive (20.1) | MACD histogram expanding | Hammer candle | VRVP: heavy volume overhead (may stall)
